Diagnóstico principal (CIE10MC);Sexo;Motivo del alta;Total
1308 Dorsalgia M54;Hombres;traslado a otros centros;204
1308 Dorsalgia M54;Hombres;fallecimiento;34
1308 Dorsalgia M54;Hombres;otras causas;85
1308 Dorsalgia M54;Mujeres;total;5.103
1308 Dorsalgia M54;Mujeres;curación o mejoría;4.689
1308 Dorsalgia M54;Mujeres;traslado a otros centros;276
1308 Dorsalgia M54;Mujeres;fallecimiento;37
1308 Dorsalgia M54;Mujeres;otras causas;100
1309 Trastornos de los tejidos blandos M60-M79;Ambos sexos;total;44.219
1309 Trastornos de los tejidos blandos M60-M79;Ambos sexos;curación o mejoría;41.912
1309 Trastornos de los tejidos blandos M60-M79;Ambos sexos;traslado a otros centros;1.552
1309 Trastornos de los tejidos blandos M60-M79;Ambos sexos;fallecimiento;407
1309 Trastornos de los tejidos blandos M60-M79;Ambos sexos;otras causas;348
1309 Trastornos de los tejidos blandos M60-M79;Hombres;total;23.066
1309 Trastornos de los tejidos blandos M60-M79;Hombres;curación o mejoría;21.885
1309 Trastornos de los tejidos blandos M60-M79;Hombres;traslado a otros centros;773
1309 Trastornos de los tejidos blandos M60-M79;Hombres;fallecimiento;203
1309 Trastornos de los tejidos blandos M60-M79;Hombres;otras causas;205
1309 Trastornos de los tejidos blandos M60-M79;Mujeres;total;21.153
1309 Trastornos de los tejidos blandos M60-M79;Mujeres;curación o mejoría;20.027
1309 Trastornos de los tejidos blandos M60-M79;Mujeres;traslado a otros centros;779
1309 Trastornos de los tejidos blandos M60-M79;Mujeres;fallecimiento;204
1309 Trastornos de los tejidos blandos M60-M79;Mujeres;otras causas;142
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Ambos sexos;total;37.446
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Ambos sexos;curación o mejoría;33.432
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Ambos sexos;traslado a otros centros;2.918
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Ambos sexos;fallecimiento;752
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Ambos sexos;otras causas;344
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Hombres;total;15.331
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Hombres;curación o mejoría;13.759
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Hombres;traslado a otros centros;1.099
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Hombres;fallecimiento;311
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Hombres;otras causas;162
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Mujeres;total;22.115
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Mujeres;curación o mejoría;19.674
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Mujeres;traslado a otros centros;1.819
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Mujeres;fallecimiento;441
1310 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo  M26-M27, M53, M80-M99;Mujeres;otras causas;182
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Ambos sexos;total;361.013
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Ambos sexos;curación o mejoría;329.962
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Ambos sexos;traslado a otros centros;16.178
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Ambos sexos;fallecimiento;10.716
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Ambos sexos;otras causas;4.158
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Hombres;total;177.421
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Hombres;curación o mejoría;162.618
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Hombres;traslado a otros centros;7.932
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Hombres;fallecimiento;4.766
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Hombres;otras causas;2.105
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Mujeres;total;183.592
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Mujeres;curación o mejoría;167.344
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Mujeres;traslado a otros centros;8.246
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Mujeres;fallecimiento;5.950
1400 ENFERMEDADES DEL SISTEMA GENITOURINARIO N00-N99;Mujeres;otras causas;2.053
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Ambos sexos;total;41.792
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Ambos sexos;curación o mejoría;38.553
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Ambos sexos;traslado a otros centros;1.992
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Ambos sexos;fallecimiento;416
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Ambos sexos;otras causas;830
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Hombres;total;17.301
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Hombres;curación o mejoría;16.008
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Hombres;traslado a otros centros;803
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Hombres;fallecimiento;193
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Hombres;otras causas;297
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Mujeres;total;24.491
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Mujeres;curación o mejoría;22.545
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Mujeres;traslado a otros centros;1.189
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Mujeres;fallecimiento;223
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16;Mujeres;otras causas;534
1402 Insuficiencia renal N17-N19;Ambos sexos;total;33.447
1402 Insuficiencia renal N17-N19;Ambos sexos;curación o mejoría;26.278
1402 Insuficiencia renal N17-N19;Ambos sexos;traslado a otros centros;2.709
1402 Insuficiencia renal N17-N19;Ambos sexos;fallecimiento;4.085
1402 Insuficiencia renal N17-N19;Ambos sexos;otras causas;374
1402 Insuficiencia renal N17-N19;Hombres;total;19.147
1402 Insuficiencia renal N17-N19;Hombres;curación o mejoría;15.343
1402 Insuficiencia renal N17-N19;Hombres;traslado a otros centros;1.549
1402 Insuficiencia renal N17-N19;Hombres;fallecimiento;2.029
1402 Insuficiencia renal N17-N19;Hombres;otras causas;226
1402 Insuficiencia renal N17-N19;Mujeres;total;14.300
1402 Insuficiencia renal N17-N19;Mujeres;curación o mejoría;10.935
1402 Insuficiencia renal N17-N19;Mujeres;traslado a otros centros;1.161
1402 Insuficiencia renal N17-N19;Mujeres;fallecimiento;2.057
1402 Insuficiencia renal N17-N19;Mujeres;otras causas;147
1403 Litiasis urinaria N20-N23;Ambos sexos;total;42.730
1403 Litiasis urinaria N20-N23;Ambos sexos;curación o mejoría;41.437
1403 Litiasis urinaria N20-N23;Ambos sexos;traslado a otros centros;871
1403 Litiasis urinaria N20-N23;Ambos sexos;fallecimiento;77
1403 Litiasis urinaria N20-N23;Ambos sexos;otras causas;345
1403 Litiasis urinaria N20-N23;Hombres;total;25.360
1403 Litiasis urinaria N20-N23;Hombres;curación o mejoría;24.580
1403 Litiasis urinaria N20-N23;Hombres;traslado a otros centros;537
1403 Litiasis urinaria N20-N23;Hombres;fallecimiento;42
1403 Litiasis urinaria N20-N23;Hombres;otras causas;200
1403 Litiasis urinaria N20-N23;Mujeres;total;17.370
1403 Litiasis urinaria N20-N23;Mujeres;curación o mejoría;16.857
1403 Litiasis urinaria N20-N23;Mujeres;traslado a otros centros;334
1403 Litiasis urinaria N20-N23;Mujeres;fallecimiento;35
1403 Litiasis urinaria N20-N23;Mujeres;otras causas;144
1404 Otras enfermedades del sistema urinario N25-N39;Ambos sexos;total;109.870
1404 Otras enfermedades del sistema urinario N25-N39;Ambos sexos;curación o mejoría;94.812
1404 Otras enfermedades del sistema urinario N25-N39;Ambos sexos;traslado a otros centros;7.859
1404 Otras enfermedades del sistema urinario N25-N39;Ambos sexos;fallecimiento;5.728
1404 Otras enfermedades del sistema urinario N25-N39;Ambos sexos;otras causas;1.470
1404 Otras enfermedades del sistema urinario N25-N39;Hombres;total;53.085
1404 Otras enfermedades del sistema urinario N25-N39;Hombres;curación o mejoría;46.933
1404 Otras enfermedades del sistema urinario N25-N39;Hombres;traslado a otros centros;3.216
1404 Otras enfermedades del sistema urinario N25-N39;Hombres;fallecimiento;2.225
1404 Otras enfermedades del sistema urinario N25-N39;Hombres;otras causas;711
1404 Otras enfermedades del sistema urinario N25-N39;Mujeres;total;56.785
1404 Otras enfermedades del sistema urinario N25-N39;Mujeres;curación o mejoría;47.880
1404 Otras enfermedades del sistema urinario N25-N39;Mujeres;traslado a otros centros;4.643
1404 Otras enfermedades del sistema urinario N25-N39;Mujeres;fallecimiento;3.502
1404 Otras enfermedades del sistema urinario N25-N39;Mujeres;otras causas;759
1405 Hiperplasia prostática N40;Ambos sexos;total;31.511
1405 Hiperplasia prostática N40;Ambos sexos;curación o mejoría;30.647
1405 Hiperplasia prostática N40;Ambos sexos;traslado a otros centros;616
1405 Hiperplasia prostática N40;Ambos sexos;fallecimiento;68
1405 Hiperplasia prostática N40;Ambos sexos;otras causas;180
1405 Hiperplasia prostática N40;Hombres;total;31.511
1405 Hiperplasia prostática N40;Hombres;curación o mejoría;30.647
1405 Hiperplasia prostática N40;Hombres;traslado a otros centros;616
1405 Hiperplasia prostática N40;Hombres;fallecimiento;68
1405 Hiperplasia prostática N40;Hombres;otras causas;180
1405 Hiperplasia prostática N40;Mujeres;total;..
1405 Hiperplasia prostática N40;Mujeres;curación o mejoría;..
1405 Hiperplasia prostática N40;Mujeres;traslado a otros centros;..
1405 Hiperplasia prostática N40;Mujeres;fallecimiento;..
1405 Hiperplasia prostática N40;Mujeres;otras causas;..
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Ambos sexos;total;23.552
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Ambos sexos;curación o mejoría;21.984
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Ambos sexos;traslado a otros centros;968
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Ambos sexos;fallecimiento;159
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Ambos sexos;otras causas;442
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Hombres;total;23.552
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Hombres;curación o mejoría;21.984
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Hombres;traslado a otros centros;968
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Hombres;fallecimiento;159
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Hombres;otras causas;442
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Mujeres;total;..
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Mujeres;curación o mejoría;..
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Mujeres;traslado a otros centros;..
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Mujeres;fallecimiento;..
1406 Otras enfermedades de los órganos genitales masculinos N41-N53;Mujeres;otras causas;..
1407 Trastornos de la mama N60-N65;Ambos sexos;total;27.855
1407 Trastornos de la mama N60-N65;Ambos sexos;curación o mejoría;27.579
1407 Trastornos de la mama N60-N65;Ambos sexos;traslado a otros centros;138
1407 Trastornos de la mama N60-N65;Ambos sexos;fallecimiento;19
1407 Trastornos de la mama N60-N65;Ambos sexos;otras causas;119
1407 Trastornos de la mama N60-N65;Hombres;total;1.631
1407 Trastornos de la mama N60-N65;Hombres;curación o mejoría;1.594
1407 Trastornos de la mama N60-N65;Hombres;traslado a otros centros;26
1407 Trastornos de la mama N60-N65;Hombres;fallecimiento;..
1407 Trastornos de la mama N60-N65;Hombres;otras causas;10
1407 Trastornos de la mama N60-N65;Mujeres;total;26.224
1407 Trastornos de la mama N60-N65;Mujeres;curación o mejoría;25.984
1407 Trastornos de la mama N60-N65;Mujeres;traslado a otros centros;111
1407 Trastornos de la mama N60-N65;Mujeres;fallecimiento;19
1407 Trastornos de la mama N60-N65;Mujeres;otras causas;109
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Ambos sexos;total;7.647
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Ambos sexos;curación o mejoría;7.349
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Ambos sexos;traslado a otros centros;160
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Ambos sexos;fallecimiento;42
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Ambos sexos;otras causas;96
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Hombres;total;..
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Hombres;curación o mejoría;..
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Hombres;traslado a otros centros;..
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Hombres;fallecimiento;..
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Hombres;otras causas;..
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Mujeres;total;7.647
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Mujeres;curación o mejoría;7.349
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Mujeres;traslado a otros centros;160
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Mujeres;fallecimiento;42
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77;Mujeres;otras causas;96
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Ambos sexos;total;2.253
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Ambos sexos;curación o mejoría;2.169
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Ambos sexos;traslado a otros centros;40
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Ambos sexos;fallecimiento;14
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Ambos sexos;otras causas;30
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Hombres;total;..
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Hombres;curación o mejoría;..
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Hombres;traslado a otros centros;..
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Hombres;fallecimiento;..
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Hombres;otras causas;..
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Mujeres;total;2.253
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Mujeres;curación o mejoría;2.169
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Mujeres;traslado a otros centros;40
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Mujeres;fallecimiento;14
1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95;Mujeres;otras causas;30
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Ambos sexos;total;40.356
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Ambos sexos;curación o mejoría;39.153
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Ambos sexos;traslado a otros centros;824
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Ambos sexos;fallecimiento;107
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Ambos sexos;otras causas;273
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Hombres;total;5.834
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Hombres;curación o mejoría;5.529
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Hombres;traslado a otros centros;216
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Hombres;fallecimiento;50
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Hombres;otras causas;39
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Mujeres;total;34.522
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Mujeres;curación o mejoría;33.624
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Mujeres;traslado a otros centros;607
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Mujeres;fallecimiento;57
1410 Otros trastornos del sistema genitourinario Resto de N00-N99;Mujeres;otras causas;234
1500 COMPLICACIONES DEL EMBARAZO, PARTO Y PUERPERIO O00-O9A;Ambos sexos;total;368.685
1500 COMPLICACIONES DEL EMBARAZO, PARTO Y PUERPERIO O00-O9A;Ambos sexos;curación o mejoría;363.078
1500 COMPLICACIONES DEL EMBARAZO, PARTO Y PUERPERIO O00-O9A;Ambos sexos;traslado a otros centros;3.059
1500 COMPLICACIONES DEL EMBARAZO, PARTO Y PUERPERIO O00-O9A;Ambos sexos;fallecimiento;22
1500 COMPLICACIONES DEL EMBARAZO, PARTO Y PUERPERIO O00-O9A;Ambos sexos;otras causas;2.526
